Date,Score,Delta_score
2020-03-15,0.3324548006057739,-0.13986343145370478
2020-03-19,0.4384671449661255,0.10601234436035156
2020-03-23,0.5324472784996033,0.09398013353347778
2020-03-31,0.2790633738040924,-0.25338390469551086
2020-04-29,0.1927910596132278,-0.08627231419086462
2020-06-10,0.2099304050207138,0.017139345407486017
2020-07-29,0.2604513168334961,0.05052091181278229
2020-08-27,0.1143990308046341,-0.146052286028862
2020-09-16,0.2425202876329422,0.1281212568283081
2020-11-05,0.3001700043678283,0.057649716734886114
2020-12-16,0.3621992766857147,0.06202927231788641
2021-01-27,0.4213902056217193,0.05919092893600458
2021-03-17,0.4767571091651916,0.05536690354347229
2021-04-28,0.5314443707466125,0.054687261581420954
2021-06-16,0.6458625793457031,0.11441820859909058
2021-07-28,0.6768385171890259,0.030975937843322754
2021-09-22,0.771806538105011,0.09496802091598511
2021-11-03,0.6112785339355469,-0.1605280041694641
2021-12-15,0.7466650009155273,0.13538646697998047
2022-01-26,0.8382066488265991,0.09154164791107178
2022-03-16,0.8869122862815857,0.04870563745498657
2022-05-04,0.9142861366271972,0.02737385034561146
2022-06-15,0.942361295223236,0.02807515859603882
2022-07-27,0.9479186534881592,0.005557358264923207
2022-09-21,0.954642415046692,0.006723761558532826
2022-11-02,0.9547669291496276,0.00012451410293556897
2022-12-14,0.957300305366516,0.0025333762168884277
2023-02-01,0.9513285756111144,-0.005971729755401611
2023-03-22,0.9427319765090942,-0.008596599102020153
2023-05-03,0.9463829398155212,0.003650963306427002
2023-06-14,0.9576366543769836,0.011253714561462402
2023-07-26,0.9664977788925172,0.008861124515533558
2023-09-20,0.9642152190208436,-0.002282559871673584
2023-11-01,0.9506061673164368,-0.01360905170440685
2023-12-13,0.9406484365463256,-0.009957730770111195
2024-01-31,0.9724633693695068,0.03181493282318126
2024-03-20,0.9717983603477478,-0.0006650090217590332
2024-05-01,0.9658949375152588,-0.005903422832489014
2024-06-12,0.9668763875961304,0.000981450080871582
2024-07-31,0.9710232615470886,0.004146873950958252
2024-09-18,0.9815753698349,0.01055210828781139
2024-11-07,0.9837770462036132,0.002201676368713157
2024-12-18,0.9844554662704468,0.0006784200668336071
2025-01-29,0.9731040000915528,-0.011351466178893932
2025-03-19,0.9691724181175232,-0.003931581974029652
2025-05-07,0.9584940075874328,-0.010678410530090443
2025-06-18,0.9533562064170836,-0.005137801170349121
2025-07-30,0.94907808303833,-0.004278123378753662
2025-09-17,0.9542495012283324,0.005171418190002441
2025-10-29,0.9378297924995422,-0.016419708728790172
2025-12-10,0.9462486505508424,0.00841885805130016
